date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-06-23 00:00:00,475056.35824400466,4.0,2.72,3706,34527,2.0,0,2,3,3180,5,1980,2014,16714 NE 158th St,Seattle,WA 98146,USA
2014-06-24 00:00:00,1364214.5853659739,3.0,2.77,1559,5257,1.0,0,0,4,1160,0,1957,0,34214 SE Carmichael St,Seattle,WA 98133,USA
2014-07-09 00:00:00,399944.9632229383,3.0,2.48,1704,6254,1.5,0,3,5,1495,0,1983,2014,8619 169th Ct NE,Vashon,WA 98168,USA
2014-06-26 00:00:00,383899.45453000686,4.0,2.22,2520,638,2.0,0,0,3,1346,0,2001,0,13342 30th Ave NE,Seattle,WA 98108,USA
2014-05-23 00:00:00,1559781.5736329434,4.0,2.51,2393,3022,2.0,0,2,3,2856,680,1981,0,35019 SE Curtis Dr,Issaquah,WA 98038,USA
2014-07-01 00:00:00,311159.11162631994,4.0,2.49,1520,8067,1.5,0,0,5,924,0,1961,0,14008 81st Ave NE,Seattle,WA 98105,USA
2014-07-08 00:00:00,433885.4421303393,4.0,2.07,2157,6884,1.0,0,0,5,1159,2,1959,17,18021 24th Ave NE,Carnation,WA 98198,USA
2014-06-26 00:00:00,432983.303210121,6.0,1.94,1530,3694,1.5,0,0,3,1113,0,1915,1983,480 SW 345th St,Seattle,WA 98042,USA
2014-07-02 00:00:00,198651.6414230321,3.0,2.48,1336,8734,1.0,0,0,5,1315,0,1957,0,5906 44th Ave SW,Seattle,WA 98144,USA
2014-06-19 00:00:00,2566890.151395139,4.0,2.52,3169,9970,2.0,0,0,3,2319,1080,1949,1988,18716 35th Ave NE,Bellevue,WA 98059,USA
2014-05-15 00:00:00,396457.2579052496,3.0,2.49,1501,3462,2.0,0,0,3,2570,0,2008,2007,17649 NE 129th Pl,Kenmore,WA 98006,USA
2014-06-24 00:00:00,343949.60518749646,3.0,2.14,1796,5039,1.0,0,0,3,1033,610,1904,2003,17040 426th Ave SE,Seattle,WA 98004,USA
2014-05-14 00:00:00,338544.7019212537,3.0,2.07,1331,6364,3.0,0,0,3,916,0,1992,0,19584-19766 Meridian Ave N,Federal Way,WA 98122,USA
2014-05-16 00:00:00,341682.7309020093,4.0,3.27,3798,7363,1.0,0,1,5,1306,0,1995,26,2215 E Miller St,Shoreline,WA 98109,USA
2014-05-14 00:00:00,442713.4509701131,2.0,2.08,970,2654,1.0,0,3,4,818,0,1946,11,611 N 46th St,Seattle,WA 98116,USA
2014-05-20 00:00:00,543097.645712658,4.0,3.64,3242,16186,2.0,0,2,3,2583,0,1973,2014,14506 NE 184th Pl,Seattle,WA 98122,USA
2014-07-09 00:00:00,2636671.4028763007,4.0,2.5,3855,2248,2.0,0,0,3,1380,0,1982,0,115 28th Ave S,Kent,WA 98144,USA
2014-05-08 00:00:00,309838.2092603868,4.0,2.75,2370,5190,2.4,0,2,4,1716,0,1974,2014,9417 25th Ave NE,Seattle,WA 98056,USA
2014-06-25 00:00:00,307118.3600532657,3.0,2.21,2331,5909,1.5,0,2,5,1947,857,1960,9,3002 SW Cycle Ct,Issaquah,WA 98042,USA
2014-06-10 00:00:00,744110.0061082472,4.0,2.49,2559,4182,2.0,0,0,3,3182,0,1957,2009,31714 125th Pl SE,Seattle,WA 98103,USA
2014-06-04 00:00:00,213592.06851625594,3.0,2.06,1295,6613,1.0,0,4,3,1055,0,1950,0,24927 NE 108th St,Kirkland,WA 98045,USA
2014-05-25 00:00:00,184287.7204259976,2.0,1.91,707,3111,1.0,0,0,3,1547,4,1948,1949,Shangri-La Way NW,Seattle,WA 98178,USA
2014-07-02 00:00:00,1260896.8643632461,3.0,3.1,3469,40940,2.5,0,0,3,2121,577,1965,2004,2653 46th Ave SW,Redmond,WA 98003,USA
2014-05-21 00:00:00,554119.6482629679,3.0,2.14,2563,9313,1.5,0,2,3,1147,529,1938,1982,23418 SE 282nd Pl,Seattle,WA 98042,USA
2014-06-17 00:00:00,387268.91042595345,5.0,2.66,2503,7266,1.0,0,0,3,1108,434,1966,2008,30001-30021 55th Pl S,Seattle,WA 98004,USA
2014-06-06 00:00:00,303343.2603901842,4.0,2.05,2188,6849,2.0,0,0,3,2460,0,1982,4,2113 15th Ave S,Kent,WA 98168,USA
2014-07-01 00:00:00,226029.24818108534,4.0,2.11,2263,10681,1.5,0,0,3,1186,1422,1955,4,18808 215th Way NE,Redmond,WA 98011,USA
2014-06-19 00:00:00,285533.8677390667,2.0,0.99,1007,1778,1.0,0,0,5,1017,204,1908,0,1330 N Lucas Pl,Seattle,WA 98126,USA
2014-06-19 00:00:00,393333.44212634314,4.0,3.07,1080,5220,1.0,0,0,3,1101,372,1917,13,1700 E Columbia St,Seattle,WA 98103,USA
2014-06-06 00:00:00,878333.9987626779,4.0,2.21,2416,5700,2.0,0,2,3,4202,0,2008,1978,28129 237th Ave SE,Des Moines,WA 98075,USA
2014-06-26 00:00:00,339752.472618165,4.0,2.11,1665,3751,2.0,0,0,3,1311,0,1996,16,714 145th Ave SE,Carnation,WA 98040,USA
2014-06-30 00:00:00,152966.3832956038,3.0,1.99,1485,9612,1.0,0,0,4,1465,0,1955,1992,2496-2598 S 121st St,Des Moines,WA 98006,USA
2014-06-12 00:00:00,192100.7505772292,3.0,1.94,904,6198,2.0,0,0,3,1133,0,1948,1986,2508 NE 7th St,Seattle,WA 98055,USA
2014-06-17 00:00:00,189699.8427816134,4.0,2.11,1402,28121,1.0,0,0,3,1387,0,1969,1976,2306 Halleck Ave SW,Seattle,WA 98155,USA
2014-06-20 00:00:00,474095.6234750985,3.0,2.06,1322,739,2.0,0,0,3,1173,0,1923,1981,2940 72nd Ave SE,Seattle,WA 98042,USA
2014-06-25 00:00:00,326311.97006745334,2.0,1.76,1371,3716,2.0,0,0,3,1069,943,1943,2014,820 NW 95th St,Burien,WA 98168,USA
2014-05-30 00:00:00,436343.7293514344,2.0,2.74,1670,4696,1.5,0,0,3,3160,0,1953,18,18641 48th Pl S,Vashon,WA 98148,USA
2014-06-17 00:00:00,540168.7675638883,4.0,1.74,2455,8077,1.5,0,0,3,3652,0,1955,2003,7523 Mary Ave NW,Bellevue,WA 98118,USA
2014-06-25 00:00:00,525452.0893345539,4.0,2.51,3455,4700,2.0,0,0,3,2578,768,2000,2012,1814 1st Ave W,Shoreline,WA 98028,USA
2014-07-02 00:00:00,349298.7251723344,4.0,2.15,2580,5924,2.0,0,3,3,1196,0,2002,2014,916 4th Ave NE,Auburn,WA 98108,USA
2014-06-25 00:00:00,243077.5100096189,3.0,1.72,1338,6806,2.0,0,0,3,1187,0,1978,2014,16614 SE 50th Pl,Vashon,WA 98168,USA
2014-06-13 00:00:00,359758.9385475764,4.0,3.1,1919,5612,1.0,0,0,5,1636,968,1953,31,12521 3rd Ave NW,Burien,WA 98004,USA
2014-06-26 00:00:00,229585.27178908777,2.0,2.11,1364,5471,1.0,0,0,3,1349,0,1969,19,21603 NE 29th St,Bellevue,WA 98034,USA
2014-05-07 00:00:00,153697.79170559623,2.0,2.73,798,2510,1.0,0,0,4,1625,0,1949,0,1700 E Columbia St,Burien,WA 98103,USA
2014-05-14 00:00:00,167842.5028936177,2.0,2.06,860,2038,1.0,0,0,3,856,391,1958,0,2646 168th Ave SE,Seattle,WA 98103,USA
2014-05-08 00:00:00,337207.6868479786,4.0,2.5,1936,2865,2.0,0,0,3,3921,0,1984,0,31617 6th Ave SW,Kent,WA 98074,USA
2014-07-03 00:00:00,571785.577483849,4.0,1.77,3216,4950,1.5,0,2,5,1315,1,1909,0,4 151st Pl NE,Redmond,WA 98118,USA
2014-06-13 00:00:00,324771.7427975791,4.0,2.52,2141,3876,2.0,0,1,3,2723,0,2008,3,8502 Interlake Ave N,Federal Way,WA 98038,USA
2014-05-22 00:00:00,245570.83531619085,4.0,2.48,842,5967,1.5,0,0,3,1667,0,1948,1965,14020 Meridian Ave N,Newcastle,WA 98074,USA
2014-06-07 00:00:00,279514.5640586834,2.0,2.09,1352,7360,1.0,0,0,3,1042,1038,1948,2014,2411 Meadow Ave N,Seattle,WA 98065,USA
2014-06-04 00:00:00,204043.74023433402,2.0,2.06,1278,1678,1.5,0,0,3,1056,0,1918,3,2721-3279 Lake Washington Blvd S,Seattle,WA 98117,USA
2014-05-14 00:00:00,205985.46864636854,3.0,2.14,1394,5760,1.0,0,0,3,1915,0,1951,1999,19505 NE 143rd St,Renton,WA 98070,USA
2014-05-29 00:00:00,218712.9707370949,3.0,0.95,1248,4416,1.0,0,0,3,1191,0,1919,25,4001 42nd Ave S,Des Moines,WA 98119,USA
2014-06-06 00:00:00,152568.36217660824,4.0,2.47,2823,6032,2.0,0,0,3,2330,0,1953,0,21860 Military Rd S,Woodinville,WA 98033,USA
2014-06-16 00:00:00,610915.1326799832,5.0,2.12,2025,4213,2.0,0,3,3,3749,0,1980,2014,8950 237th Pl NE,Seattle,WA 98004,USA
2014-06-23 00:00:00,126975.6172306221,3.0,2.27,1445,4063,1.0,0,0,4,1055,0,1953,2012,9238 32nd Ave SW,Seattle,WA 98115,USA
2014-07-01 00:00:00,327732.3440514916,2.0,1.01,1683,5804,1.5,0,0,5,1208,0,1944,0,5906 44th Ave SW,Renton,WA 98003,USA
2014-05-16 00:00:00,43684.6945387561,3.0,1.76,944,6082,1.0,0,0,3,1160,597,1965,15,15918 NE 113th Ct,Seattle,WA 98103,USA
2014-06-26 00:00:00,253506.0772226716,2.0,2.07,553,3451,1.0,0,0,3,978,0,1911,2014,14020 Meridian Ave N,Seattle,WA 98198,USA
2014-06-23 00:00:00,1267702.0940698942,5.0,2.73,1938,9359,2.0,0,1,3,2621,474,1963,16,19490 SE 57th Pl,Seattle,WA 98118,USA
2014-05-08 00:00:00,326601.26929680107,3.0,2.94,2641,3398,2.0,0,0,3,1874,2,1923,8,4618 NE 22nd Pl,Issaquah,WA 98006,USA
2014-06-16 00:00:00,311715.5770455286,2.0,1.76,1783,5489,2.0,0,1,3,902,0,1962,0,2530 SW 325th Pl,Seattle,WA 98166,USA
2014-05-19 00:00:00,381774.23787620827,3.0,2.22,1622,7430,2.0,1,0,3,1391,0,1976,0,1301 141st Pl NE,Bellevue,WA 98008,USA
2014-05-13 00:00:00,988403.1728579085,4.0,2.5,2349,31004,2.0,0,2,3,2393,0,2002,0,2506 166th Ave NE,Seattle,WA 98074,USA
2014-05-08 00:00:00,192601.7070854677,3.0,1.98,1213,8911,1.0,0,0,4,1175,0,1960,1998,1330 N Lucas Pl,Seattle,WA 98033,USA
2014-06-24 00:00:00,382117.77258169046,4.0,2.07,3293,7526,1.0,0,0,3,1402,13,1951,1,21635 SE 268th St,Kirkland,WA 98136,USA
2014-05-21 00:00:00,285566.25204097695,4.0,2.52,2942,5553,2.0,0,4,3,3655,803,1987,0,21212 SE 260th St,Seattle,WA 98014,USA
2014-07-10 00:00:00,507985.62028188864,4.0,2.13,1751,6393,2.0,0,0,3,2916,0,1978,1,4908 32nd Ave NE,Bellevue,WA 98002,USA
2014-06-26 00:00:00,306877.29706383165,2.0,3.21,1295,4902,1.0,0,0,3,1128,0,1977,2013,8830 Midvale Ave N,Seattle,WA 98155,USA
2014-05-14 00:00:00,263384.5102140241,3.0,2.01,1219,5034,1.5,0,0,3,728,0,1918,1994,2855 36th Ave W,Seattle,WA 98103,USA
2014-06-11 00:00:00,385065.0432386019,4.0,2.71,2049,5011,1.5,0,0,3,1378,5,1924,3,21212 Occidental Ave S,Sammamish,WA 98198,USA
2014-05-20 00:00:00,165227.38891898096,2.0,1.75,1556,5721,1.0,0,0,3,1480,0,1948,2002,20312 102nd Pl SE,Milton,WA 98027,USA
2014-06-02 00:00:00,565353.0890253412,2.0,4.1,2993,6067,2.0,0,2,3,3176,0,1987,5,1805 154th Ave SE,Seattle,WA 98117,USA
2014-06-30 00:00:00,304413.09696000384,4.0,2.78,4235,7568,2.0,0,2,4,3241,4,1954,0,16437 SE 8th St,Bellevue,WA 98006,USA
2014-06-09 00:00:00,259006.60952991992,4.0,2.01,1391,2398,1.0,0,0,3,1108,743,1958,22,15022 25th Ave NE,Seattle,WA 98166,USA
2014-06-18 00:00:00,463071.361167163,3.0,2.06,1930,7737,1.5,0,2,4,1208,5,1960,0,7708 16th Ave NE,Shoreline,WA 98103,USA
2014-05-08 00:00:00,457831.08882574673,4.0,2.75,4366,5798,2.0,0,3,3,1957,0,2005,0,8830 Midvale Ave N,Seattle,WA 98040,USA
2014-06-25 00:00:00,644886.6200351585,4.0,2.11,2659,10243,2.0,0,0,3,4124,0,1959,2013,16437 SE 8th St,Seattle,WA 98108,USA
2014-06-26 00:00:00,1217801.1343250468,4.0,2.13,3245,8931,2.0,0,0,3,2539,1026,1981,2009,13002 23rd Ave S,Bellevue,WA 98038,USA
2014-06-05 00:00:00,964422.2672577903,4.0,2.52,3293,921,2.0,0,2,3,3379,3,2000,0,2598 NE Natalie Way,Shoreline,WA 98034,USA
2014-06-24 00:00:00,162153.75723036253,2.0,1.01,596,2297,1.0,0,0,3,652,497,1947,0,2646 168th Ave SE,Seattle,WA 98136,USA
2014-06-26 00:00:00,397348.951169256,2.0,2.9,1038,3794,1.0,0,0,3,1064,0,1954,1993,1030 SE 10th St,Seattle,WA 98144,USA
2014-05-13 00:00:00,430141.8914016967,4.0,2.5,3040,4749,2.0,0,0,3,1959,3,1937,0,9712 4th Ave NW,Algona,WA 98024,USA
2014-05-12 00:00:00,266912.7793027336,5.0,2.73,989,1504,1.5,0,0,4,1138,0,1900,4,25826 19th Ave S,Seattle,WA 98117,USA
2014-07-09 00:00:00,159733.57765386105,1.0,2.78,1844,8186,1.5,0,0,4,1176,0,1982,1969,6511 37th Ave NE,Seattle,WA 98103,USA
2014-05-23 00:00:00,233226.61225003662,4.0,2.49,1961,4506,2.0,0,2,4,3180,0,2008,2,16426 NE 107th Pl,Bellevue,WA 98002,USA
2014-05-05 00:00:00,570374.5096450344,3.0,2.07,1463,3218,1.0,0,0,3,1322,3,1970,17,2940 72nd Ave SE,Seattle,WA 98168,USA
2014-06-04 00:00:00,135644.93957835052,2.0,0.98,613,648,1.0,0,0,3,694,2,1953,1987,7906 6th Ave NW,Seattle,WA 98105,USA
2014-05-06 00:00:00,432548.326033559,3.0,3.09,1023,7809,2.0,0,0,3,3163,0,1986,1980,7906 6th Ave NW,Renton,WA 98052,USA
2014-06-17 00:00:00,717948.4329963027,4.0,2.51,2729,1855,2.0,0,0,3,3007,962,2010,1,13611 Bear Creek Rd NE,Seattle,WA 98033,USA
2014-05-15 00:00:00,758227.6446507119,4.0,2.17,3486,4281,2.0,0,1,3,2727,6,1990,2009,4511 S 262nd St,Seattle,WA 98027,USA
2014-06-23 00:00:00,380576.9716685047,4.0,2.12,1600,25831,1.5,0,0,3,1283,0,1956,1999,1816 Talbot Rd S,Seattle,WA 98117,USA
2014-05-07 00:00:00,124537.05231763242,2.0,0.95,811,7124,1.0,0,0,4,1261,0,1915,0,4001 42nd Ave S,Kent,WA 98125,USA
2014-05-23 00:00:00,186663.76596506932,2.0,1.47,1667,4707,1.0,0,0,3,1214,463,1945,0,27736 23rd Avenue South,Shoreline,WA 98034,USA
2014-06-17 00:00:00,392299.9176539378,4.0,0.95,1578,52262,1.5,0,0,3,1208,648,1963,8,14626 Renton Issaquah Rd SE,Bellevue,WA 98122,USA
2014-06-06 00:00:00,307875.4398160595,3.0,2.05,1223,6320,1.5,0,2,3,1809,0,1967,1968,1709 NE 86th St,Seattle,WA 98077,USA
2014-06-19 00:00:00,589765.8720860371,4.0,2.07,2759,5177,1.0,0,0,3,1296,0,1949,1984,14937 20th Ave SW,Seattle,WA 98053,USA
2014-06-13 00:00:00,254172.19172980572,4.0,2.46,2977,5916,2.0,0,0,3,2405,0,1937,6,227 W Park St,Maple Valley,WA 98033,USA
2014-05-27 00:00:00,1062664.0207458446,4.0,2.49,2959,916,2.0,0,2,3,3430,0,1935,1979,1718 N 175th St,Seattle,WA 98045,USA
2014-06-18 00:00:00,789373.614404635,3.0,2.12,1712,42194,2.3,0,2,4,2722,655,1979,17,14816 SE 278th St,Auburn,WA 98040,USA
2014-05-05 00:00:00,159439.49579612602,4.0,2.05,1447,7717,1.0,0,0,3,961,306,1955,2014,12001 173rd Pl NE,Seattle,WA 98056,USA
2014-05-19 00:00:00,374299.62426672527,2.0,1.95,868,7300,1.0,0,3,3,1109,4,1957,0,125 N Bowdoin Pl,Seattle,WA 98136,USA
2014-06-19 00:00:00,111621.4369519205,4.0,2.5,1945,3766,2.0,0,2,3,2095,0,2003,0,3620 SW Holden St,SeaTac,WA 98146,USA
2014-06-24 00:00:00,719496.9023854437,2.0,4.01,1289,9652,1.5,0,2,4,1277,0,1916,1979,767 Oakhurst Dr,Sammamish,WA 98144,USA
2014-06-24 00:00:00,224302.46014690294,2.0,1.72,1358,7340,1.0,0,0,3,1028,565,1957,2014,24201 SE 1st Pl,Seattle,WA 98198,USA
2014-05-05 00:00:00,189702.88619810628,2.0,2.13,1194,3675,1.0,0,0,4,976,0,1922,7,125 N Bowdoin Pl,Seattle,WA 98058,USA
2014-07-07 00:00:00,163916.97911521958,3.0,2.49,1602,4339,1.0,0,0,5,1267,7,1909,12,318 E Mercer St,Enumclaw,WA 98004,USA
2014-06-03 00:00:00,246274.69524427113,3.0,2.7,991,3167,1.0,0,0,3,1207,0,1950,0,2160 50th Ave SW,Seattle,WA 98168,USA
2014-06-30 00:00:00,357089.1919292356,3.0,2.11,1400,44069,1.0,0,0,4,1643,3,1959,0,614 Hazel Ave N,SeaTac,WA 98118,USA
2014-05-23 00:00:00,185116.06469191718,2.0,2.08,863,4687,1.0,0,0,3,833,0,1940,2001,6255 4th Ave NW,Seattle,WA 98155,USA
2014-05-12 00:00:00,378218.0684172782,4.0,2.49,1688,6400,2.0,0,0,3,3394,0,1971,13,1012 N 42nd Pl,Sammamish,WA 98072,USA
2014-06-20 00:00:00,1089971.4235763866,4.0,1.74,2009,638,1.5,0,0,3,1390,0,1976,7,1447 21st Ave,Seattle,WA 98188,USA
2014-06-20 00:00:00,395790.0110539111,4.0,1.76,1357,5782,1.5,0,0,4,941,0,1946,1986,7021 24th Ave NW,Seattle,WA 98136,USA
2014-05-20 00:00:00,564598.8714947334,3.0,2.11,1743,4125,1.0,0,0,3,1486,0,1963,0,11607 NE 103rd Pl,Seattle,WA 98136,USA
2014-07-08 00:00:00,224894.54044087947,3.0,2.03,1727,7059,1.0,0,0,3,1403,0,1923,16,2940 72nd Ave SE,Shoreline,WA 98056,USA
2014-06-04 00:00:00,293994.92844235303,3.0,2.03,1187,2378,1.5,0,0,3,1011,213,1919,1,5160 235th Pl SE,Seattle,WA 98001,USA
2014-06-09 00:00:00,469991.15474672004,4.0,2.51,3467,8415,2.0,0,1,3,4082,857,1983,0,25826 19th Ave S,Duvall,WA 98058,USA
2014-07-08 00:00:00,222910.64764338415,4.0,2.5,1516,3760,2.0,0,2,3,1324,4,1984,1975,22618 NE 143rd Ct,Kent,WA 98038,USA
2014-05-28 00:00:00,337316.283501448,2.0,2.06,1189,12929,1.0,0,0,4,1337,568,1970,2009,1330 N Lucas Pl,Medina,WA 98042,USA
2014-06-02 00:00:00,709346.1689683927,4.0,2.51,1744,3899,2.0,0,3,3,1607,5,1985,13,14816 SE 278th St,Bellevue,WA 98056,USA
2014-06-23 00:00:00,760835.0689392248,3.0,1.71,2796,3924,2.0,0,0,3,3846,0,1959,1984,4127 Fauntleroy Way SW,Maple Valley,WA 98038,USA
2014-05-27 00:00:00,263211.1911914845,4.0,2.48,1306,5888,1.5,0,0,3,1405,0,1973,2014,2300 14th Ave S,Seattle,WA 98028,USA
2014-06-24 00:00:00,464545.3575289759,4.0,2.52,1955,19509,2.0,0,0,3,1959,0,1910,6,4908 32nd Ave NE,Seattle,WA 98058,USA
2014-05-08 00:00:00,317974.4206014824,4.0,3.2,1898,4986,1.5,0,0,5,928,0,1908,1971,2721-3279 Lake Washington Blvd S,Seattle,WA 98155,USA
2014-06-09 00:00:00,586659.9645865894,4.0,3.8,1879,6125,1.0,0,0,3,1058,0,1921,1990,3415 9th Ave W,Seattle,WA 98042,USA
2014-07-07 00:00:00,107789.87059396057,2.0,2.03,817,638,1.0,0,0,3,897,0,1964,1985,19707 NE 181st St,Seattle,WA 98002,USA
2014-06-26 00:00:00,232234.2266943694,2.0,2.12,957,6169,1.0,0,0,3,816,2,1918,1994,15210 Mink Rd NE,Newcastle,WA 98125,USA
2014-07-08 00:00:00,863805.7061066622,4.0,2.48,3822,18015,2.5,0,3,3,1649,462,1954,0,17458 SE 262nd St,Seattle,WA 98125,USA
2014-06-12 00:00:00,531454.2558382413,4.0,5.57,2484,40737,1.0,0,2,4,1847,0,1990,28,714 145th Ave SE,Kent,WA 98074,USA
2014-05-09 00:00:00,358308.3154050389,4.0,3.35,1242,5829,2.0,0,0,3,1263,11,1977,2014,16215 SE 172nd Ct,Kenmore,WA 98074,USA
2014-05-09 00:00:00,471953.30881553725,4.0,2.51,2780,8345,2.0,1,2,3,1586,1,2007,2,416 19th Ave E,Renton,WA 98040,USA
2014-05-13 00:00:00,366050.7402438039,3.0,2.5,1299,5644,2.0,0,3,4,3372,0,1998,0,2496-2598 S 121st St,Renton,WA 98065,USA
2014-05-08 00:00:00,526561.9443459285,4.0,2.52,2669,2385,2.0,0,0,3,3163,0,1969,0,2407 4th Ave N,Des Moines,WA 98102,USA
2014-06-03 00:00:00,323189.40456840134,3.0,2.49,1710,8138,2.0,0,2,3,1027,0,1965,1995,East Lake Sammamish Trail,Milton,WA 98059,USA
2014-06-20 00:00:00,260421.97517591185,2.0,1.72,747,2929,1.0,0,0,3,981,78,1950,2003,7202 California Ave SW,Seattle,WA 98072,USA
2014-05-27 00:00:00,476738.98603933555,3.0,1.0,839,30280,1.0,0,2,4,1325,3,1933,1999,7906 6th Ave NW,Issaquah,WA 98070,USA
2014-05-28 00:00:00,416512.3396087022,4.0,2.11,2736,4672,2.0,0,0,3,1746,2,1992,1990,15243 NE 71st Ct,Auburn,WA 98034,USA
2014-05-30 00:00:00,454981.8504914992,3.0,2.07,1583,4542,1.0,0,1,4,1730,736,1960,0,6340 NE 196th St,Seattle,WA 98109,USA
2014-07-08 00:00:00,1170723.3088524977,5.0,2.51,3458,148467,2.0,0,0,3,1530,3,2005,0,25826 19th Ave S,Seattle,WA 98028,USA
2014-06-04 00:00:00,359184.6792902148,4.0,2.1,1731,1030,1.0,0,3,3,1027,623,1944,2014,6730 SE 5th St,Seattle,WA 98010,USA
2014-06-11 00:00:00,323029.1678524593,6.0,3.41,1634,6551,1.0,0,0,3,1038,818,2008,0,25480 SE 275th Pl,Bellevue,WA 98075,USA
2014-06-12 00:00:00,532650.3236780467,4.0,2.12,1505,8458,1.0,0,0,3,1099,0,1953,2014,26206-26214 143rd Ave SE,Seattle,WA 98125,USA
2014-07-09 00:00:00,2130658.384980493,4.0,2.13,2586,3763,2.0,0,3,3,2627,1,1991,3,3319 S 262nd St,Seattle,WA 98199,USA
2014-06-03 00:00:00,225696.76209521713,4.0,2.76,1705,5519,2.0,0,0,3,1492,305,1956,2014,18230 NE 146th Way,Seattle,WA 98056,USA
2014-07-09 00:00:00,136547.5658656357,3.0,2.12,1463,3508,1.0,0,0,4,690,0,1989,0,1126 NW 58th St,Seattle,WA 98126,USA
2014-06-26 00:00:00,285127.04766849073,3.0,2.5,1082,7972,1.5,0,0,3,2580,0,1992,24,2496-2598 S 121st St,Issaquah,WA 98133,USA
2014-06-06 00:00:00,469548.70871822804,4.0,2.51,2532,2452,2.0,0,2,3,2606,0,2004,4,4631 Somerset Ave SE,Sammamish,WA 98103,USA
2014-05-06 00:00:00,147481.05741269002,3.0,2.5,1740,3883,2.0,0,0,3,1138,3,1974,2001,1018 S 226th St,Kenmore,WA 98144,USA
2014-05-28 00:00:00,413655.1242692638,4.0,2.49,2979,638,2.0,0,3,3,2460,0,1978,1963,26118 189th Ct SE,Seattle,WA 98034,USA
2014-06-05 00:00:00,572727.7298032533,4.0,2.5,3119,6762,2.0,0,0,3,2350,657,2004,15,2000 Yale Ave E,Maple Valley,WA 98056,USA
2014-06-09 00:00:00,381096.99602384144,2.0,2.69,1067,4577,2.3,0,0,4,2523,0,1979,0,5524 S Morgan St,Seattle,WA 98070,USA
2014-06-26 00:00:00,297224.25841254566,4.0,3.11,2654,4937,2.0,0,3,3,1099,0,1981,2007,18808 215th Way NE,Seattle,WA 98058,USA
2014-06-10 00:00:00,144781.99085247412,5.0,2.16,2309,9004,2.0,0,3,3,3564,0,1961,1987,8526 Nesbit Ave N,Maple Valley,WA 98070,USA
2014-05-05 00:00:00,309571.9091204066,3.0,1.96,1123,3512,1.5,0,3,3,969,418,1965,2010,4509 185th Ave SE,Seattle,WA 98188,USA
2014-06-18 00:00:00,456350.1924865841,4.0,2.51,2031,6532,2.0,0,0,3,1452,755,1997,5,3319 S 262nd St,Bellevue,WA 98092,USA
2014-06-25 00:00:00,341563.4614808122,4.0,2.49,2845,92731,2.0,0,3,3,2956,0,1976,0,34434 30th Ave SW,Sammamish,WA 98105,USA
2014-05-02 00:00:00,400785.60308573965,3.0,2.17,1965,7401,1.0,0,0,3,3124,4,1951,9,4510 89th Ave SE,Mercer Island,WA 98177,USA
2014-06-25 00:00:00,342786.9236847985,3.0,2.51,2188,2140,2.0,0,2,5,3710,1,1971,3,1018 S 226th St,Kirkland,WA 98133,USA
2014-06-03 00:00:00,43046.386064042454,2.0,1.01,807,33948,1.0,0,0,4,999,0,1958,0,232nd Way,Bothell,WA 98007,USA
2014-06-20 00:00:00,188278.19413129517,2.0,0.97,1721,7909,1.0,0,0,3,1002,0,1956,0,747 16th Ave E,Seattle,WA 98034,USA
2014-05-07 00:00:00,233693.98023010168,2.0,2.01,489,1507,1.0,0,0,3,1025,0,1911,1998,9003 172nd Ave NE,Seattle,WA 98034,USA
2014-06-03 00:00:00,287514.80122283334,2.0,1.78,990,11696,1.0,0,0,5,1062,580,1962,0,12521 3rd Ave NW,Seattle,WA 98103,USA
2014-06-10 00:00:00,1564589.0765659246,4.0,2.74,3282,5817,2.0,0,0,4,1663,2,1986,0,10536 NE 148th Ct,Kent,WA 98126,USA
2014-05-22 00:00:00,236160.40323585196,4.0,1.74,1433,8276,2.5,0,0,3,1130,0,1958,0,5524 S Morgan St,Bellevue,WA 98042,USA
2014-07-07 00:00:00,193348.12039052328,2.0,1.72,1110,14182,1.0,1,3,4,971,0,1942,1971,2940 72nd Ave SE,Seattle,WA 98106,USA
2014-06-23 00:00:00,88800.38948764291,3.0,2.01,722,5993,1.0,0,0,3,1137,0,1962,2004,4001 42nd Ave S,Des Moines,WA 98030,USA
2014-05-22 00:00:00,497060.92499356146,4.0,2.11,5060,8184,2.0,0,4,3,3868,849,1989,1996,12015 75th Ave S,Seattle,WA 98056,USA
2014-06-12 00:00:00,440915.56150352664,3.0,2.51,1213,4706,2.0,0,0,3,2180,0,1953,0,3003 SW Cycle Ct,Bellevue,WA 98077,USA
2014-05-12 00:00:00,334519.45592221967,5.0,3.14,3733,7583,2.0,0,2,4,5335,0,1910,1988,2940 72nd Ave SE,Federal Way,WA 98023,USA
2014-05-02 00:00:00,326480.45454792253,6.0,1.74,1185,8786,1.0,0,3,3,3960,0,1973,1972,7220 NE 152nd Pl,Federal Way,WA 98112,USA
2014-05-09 00:00:00,194751.24672868237,2.0,1.72,728,6754,1.0,0,0,5,697,191,1938,2000,19807 330th Ave NE,Seattle,WA 98058,USA
2014-07-08 00:00:00,234287.59572614712,3.0,2.07,1765,5000,1.5,0,0,3,1486,0,1973,2011,19901-19999 SE 290th Pl,Seattle,WA 98198,USA
