Data ItemWise Report for - Telangana,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68
,1.2.5,Number of PW given 360 Calcium tablets,TOTAL,1693,1693,,567,1126,1922,1922,,642,1280,1870,1870,,556,1314,1926,1926,,650,1276,1805,1805,,565,1240,1912,1912,,639,1273,2034,2034,,624,1410,4318,4318,,543,3775,4661,4661,,598,4063,4195,4195,,687,3508,4569,4569,,750,3819,4010,4010,,653,3357,34915,34915,,7474,27441
,1.2.6,Number of PW given one Albendazole tablet after 1st trimester,TOTAL,796,796,,270,526,972,972,,388,584,660,660,,195,465,1253,1253,,462,791,903,903,,301,602,1051,1051,,306,745,786,786,,138,648,959,959,,321,638,1142,1142,,265,877,1305,1305,,299,1006,1628,1628,,525,1103,1404,1404,,505,899,12859,12859,,3975,8884
,1.2.7,Number of PW received 4 or more ANC check ups,TOTAL,1894,1894,,475,1419,2006,2006,,567,1439,2160,2160,,596,1564,2754,2754,,1317,1437,1919,1919,,542,1377,1838,1838,,554,1284,2571,2571,,606,1965,3213,3213,,548,2665,2862,2862,,568,2294,4176,4176,,1228,2948,3996,3996,,1190,2806,3656,3656,,899,2757,33045,33045,,9090,23955
,1.2.8,Number of PW given ANC Corticosteroids in Pre Term Labour,TOTAL,84,84,,10,74,29,29,,0,29,9,9,,4,5,60,60,,10,50,36,36,,0,36,47,47,,0,47,76,76,,0,76,36,36,,10,26,39,39,,0,39,35,35,,4,31,65,65,,0,65,60,60,,0,60,576,576,,38,538
,1.3.1,New cases of PW with hypertension detected,TOTAL,8,8,,7,1,27,27,,10,17,42,42,,14,28,30,30,,25,5,19,19,,12,7,44,44,,10,34,29,29,,5,24,31,31,,24,7,20,20,,20,0,15,15,,10,5,30,30,,18,12,75,75,,10,65,370,370,,165,205
,1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,13,13,,13,0,27,27,,11,16,41,41,,18,23,30,30,,25,5,18,18,,12,6,37,37,,10,27,13,13,,2,11,30,30,,29,1,10,10,,10,0,11,11,,5,6,10,10,,10,0,10,10,,5,5,250,250,,150,100
,1.3.2,Number of Eclampsia cases managed during delivery,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,2,2,,2,0,2,2,,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2,2,,2,0,0,0,,0,0,6,6,,6,0
,1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,TOTAL,1554,1554,,303,1251,1924,1924,,412,1512,2005,2005,,337,1668,2220,2220,,716,1504,1746,1746,,138,1608,1717,1717,,101,1616,2717,2717,,238,2479,2689,2689,,205,2484,2768,2768,,392,2376,3888,3888,,514,3374,3884,3884,,626,3258,3086,3086,,578,2508,30198,30198,,4560,25638
,1.4.2,Number of PW having Hb level<11 (tested cases)(7.1 to 10.9),TOTAL,1467,1467,,482,985,1998,1998,,463,1535,1817,1817,,253,1564,2030,2030,,621,1409,1692,1692,,136,1556,1601,1601,,371,1230,2489,2489,,784,1705,2443,2443,,305,2138,1911,1911,,276,1635,2966,2966,,434,2532,3040,3040,,579,2461,2454,2454,,509,1945,25908,25908,,5213,20695
,1.4.3,Number of PW having Hb level<7 (tested cases),TOTAL,85,85,,37,48,73,73,,27,46,44,44,,12,32,65,65,,21,44,100,100,,11,89,36,36,,5,31,72,72,,25,47,134,134,,10,124,48,48,,25,23,55,55,,22,33,90,90,,23,67,75,75,,30,45,877,877,,248,629
,1.4.4,Number of PW having severe anaemia (Hb<7) treated,TOTAL,18,18,,18,0,27,27,,22,5,9,9,,9,0,25,25,,20,5,17,17,,5,12,5,5,,0,5,12,12,,0,12,15,15,,6,9,6,6,,3,3,14,14,,7,7,24,24,,12,12,23,23,,12,11,195,195,,114,81
,1.5.1,Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test),TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,11,11,,0,11,32,32,,0,32,32,32,,0,32,32,32,,0,32,16,16,,0,16,0,0,,0,0,30,30,,0,30,153,153,,0,153
,1.5.2,Number of PW tested positive for GDM,TOTAL,0,0,,0,0,152,152,,0,152,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,152,152,,0,152
,1.5.3,Number of PW given insulin out of total tested positive for GDM,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,1.6.1.a,Number of PW tested using POC test for Syphilis,TOTAL,2,2,,,2,0,0,,,0,0,0,,,0,5,5,,,5,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,5,5,,,5,0,0,,,0,0,0,,,0,0,0,,,0,12,12,,,12
,1.6.1.b,"Out of above, number of PW found sero positive for syphilis",TOTAL,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0
,1.6.2.a,Number of pregnant women tested for Syphilis,TOTAL,75,75,,0,75,75,75,,0,75,281,281,,219,62,351,351,,274,77,316,316,,274,42,72,72,,26,46,426,426,,314,112,238,238,,142,96,271,271,,271,0,391,391,,260,131,333,333,,234,99,134,134,,10,124,2963,2963,,2024,939
,1.6.2.b,Number of pregnant women tested found sero positive for Syphilis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,1.6.2.c,Number of syphilis positive pregnant women treated for Syphilis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,1.6.2.d,Number of babies diagnosed with Congenital Syphilis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,1.6.2.e,Number of babies treated for congenital Syphilis,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2,2,,0,2,0,0,,0,0,1,1,,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,3,3,,0,3
,2.1.2,Number of PW given Tablet Misoprostol during home delivery,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,1,,0,1,0,0,,0,0,1,1,,0,1,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,2,2,,0,2
,2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,6,6,,0,6,0,0,,0,0,6,6,,0,6
,2.2,Number of Institutional Deliveries conducted (Including C-Sections),TOTAL,2136,1310,826,1324,812,2235,1265,970,1435,800,2130,1203,927,1326,804,2368,1428,940,1386,982,2307,1363,944,1404,903,2275,1266,1009,1424,851,2692,1561,1131,1715,977,2301,1325,976,1415,886,2267,1265,1002,1351,916,2315,1322,993,1396,919,1916,1094,822,1150,766,2169,1203,966,1303,866,27111,15605,11506,16629,10482
,2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,TOTAL,473,473,,97,376,483,483,,82,401,459,459,,76,383,638,638,,156,482,644,644,,197,447,545,545,,171,374,607,607,,126,481,710,710,,343,367,567,567,,144,423,552,552,,147,405,464,464,,135,329,489,489,,90,399,6631,6631,,1764,4867
,2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,TOTAL,31,31,,0,31,27,27,,0,27,8,8,,0,8,92,92,,52,40,38,38,,22,16,23,23,,0,23,15,15,,0,15,288,288,,288,0,8,8,,0,8,71,71,,69,2,6,6,,0,6,13,13,,0,13,620,620,,431,189
,3.1,Total C -Section deliveries performed,TOTAL,1365,643,722,1062,303,1376,591,785,1072,304,1377,588,789,1037,340,1508,706,802,1135,373,1438,619,819,1095,343,1385,504,881,1125,260,1761,774,987,1360,401,1606,752,854,1151,455,1483,607,876,1081,402,1517,668,849,1080,437,1239,540,699,894,345,1430,606,824,1016,414,17485,7598,9887,13108,4377
,3.1.1,"C-sections, performed at night (8 PM- 8 AM)",TOTAL,38,38,,38,0,122,122,,2,120,115,115,,0,115,157,157,,47,110,125,125,,5,120,127,127,,7,120,241,241,,57,184,161,161,,34,127,178,178,,13,165,143,143,,9,134,153,153,,17,136,157,157,,10,147,1717,1717,,239,1478
,4.1.1.a,Live Birth - Male,TOTAL,767,368,399,665,102,1122,667,455,693,429,1128,692,436,651,477,1184,727,457,677,507,1157,718,439,693,464,1195,712,483,735,460,1386,851,535,845,541,1176,706,470,687,489,1156,674,482,670,486,1195,719,476,636,559,1001,609,392,551,450,1145,681,464,681,464,13612,8124,5488,8184,5428
,4.1.1.b,Live Birth - Female,TOTAL,764,349,415,646,118,1129,631,498,725,404,1092,620,472,656,436,1190,722,468,696,494,1189,697,492,701,488,1202,691,511,758,444,1289,711,578,852,437,1183,693,490,714,469,1109,606,503,664,445,1068,569,499,671,397,921,509,412,581,340,1107,624,483,674,433,13243,7422,5821,8338,4905
,4.1.2,Number of Pre term newborns ( < 37 weeks of pregnancy),TOTAL,22,22,,10,12,8,8,,0,8,4,4,,0,4,12,12,,3,9,9,9,,6,3,42,42,,33,9,270,270,,270,0,10,10,,2,8,10,10,,1,9,46,46,,37,9,10,10,,6,4,36,36,,27,9,479,479,,395,84
,4.1.3,Still Birth,TOTAL,17,5,12,14,3,25,8,17,18,7,25,6,19,19,6,26,11,15,16,10,24,11,13,16,8,26,11,15,18,8,29,11,18,18,11,27,11,16,16,11,24,7,17,17,7,21,3,18,20,1,20,2,18,18,2,23,4,19,19,4,287,90,197,209,78
,4.2,Abortion (spontaneous),TOTAL,34,8,26,28,6,41,8,33,33,8,27,6,21,21,6,40,7,33,33,7,57,9,48,50,7,51,4,47,48,3,38,2,36,36,2,44,3,41,41,3,36,2,34,34,2,36,3,33,34,2,51,8,43,43,8,47,4,43,43,4,502,64,438,444,58
,4.3.1.a,MTP up to 12 weeks of pregnancy,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,4.3.1.b,MTP more than 12 weeks of pregnancy,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,4.3.2.a,Post Abortion/ MTP Complications Identified,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,4.3.2.b,Post Abortion/ MTP Complications Treated,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,4.3.3,Number of women provided with post abortion/ MTP contraception,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,1,,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,1,1,,1,0
,4.4.1,Number of newborns weighed at birth,TOTAL,2180,1366,814,1305,875,2250,1297,953,1418,832,2177,1269,908,1307,870,2379,1454,925,1372,1007,2363,1432,931,1384,979,2278,1284,994,1411,867,2671,1558,1113,1688,983,2334,1374,960,1401,933,2254,1269,985,1335,919,2253,1278,975,1307,946,1884,1080,804,1132,752,2094,1147,947,1285,809,27117,15808,11309,16345,10772
,4.4.2,Number of newborns having weight less than 2.5 kg,TOTAL,143,57,86,115,28,199,124,75,103,96,201,107,94,119,82,264,169,95,180,84,294,193,101,162,132,288,184,104,183,105,235,99,136,161,74,303,205,98,142,161,269,163,106,144,125,238,138,100,141,97,171,96,75,112,59,347,247,100,155,192,2952,1782,1170,1717,1235
,4.4.3,Number of Newborns breast fed within 1 hour of birth ,TOTAL,1517,703,814,1311,206,2238,1285,953,1418,820,2136,1228,908,1307,829,2284,1359,925,1338,946,2267,1336,931,1349,918,2230,1236,994,1411,819,2527,1414,1113,1644,883,2271,1311,960,1336,935,2141,1156,985,1296,845,2191,1216,975,1274,917,1852,1048,804,1132,720,1839,892,947,1243,596,25493,14184,11309,16059,9434
,5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",TOTAL,4,4,,4,0,5,5,,5,0,5,5,,5,0,4,4,,4,0,3,3,,3,0,2,2,,2,0,5,5,,5,0,3,3,,3,0,5,5,,5,0,2,2,,2,0,5,5,,5,0,5,5,,5,0,48,48,,48,0
,5.2,Number of Complicated pregnancies treated with Blood Transfusion,TOTAL,4,4,,4,,5,5,,5,,5,5,,5,,4,4,,4,,3,3,,3,0,2,2,,2,,5,5,,5,0,3,3,,3,0,5,5,,5,0,2,2,,2,0,5,5,,5,0,5,5,,5,0,48,48,,48,0
,6.1,Women receiving 1st post partum checkup within 48 hours of home delivery,TOTAL,393,393,,269,124,455,455,,333,122,384,384,,296,88,191,191,,65,126,101,101,,0,101,170,170,,68,102,162,162,,64,98,266,266,,236,30,94,94,,0,94,217,217,,211,6,337,337,,304,33,359,359,,278,81,3129,3129,,2124,1005
,6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,TOTAL,1156,1156,,393,763,1211,1211,,295,916,1861,1861,,295,1566,1035,1035,,276,759,1407,1407,,348,1059,1327,1327,,338,989,1323,1323,,362,961,1242,1242,,285,957,1146,1146,,143,1003,1344,1344,,288,1056,1271,1271,,213,1058,1332,1332,,253,1079,15655,15655,,3489,12166
,6.3,Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,744,744,,401,343,633,633,,261,372,874,874,,228,646,803,803,,551,252,810,810,,600,210,598,598,,490,108,945,945,,628,317,708,708,,574,134,563,563,,265,298,465,465,,236,229,569,569,,350,219,523,523,,278,245,8235,8235,,4862,3373
,6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,617,617,,401,216,526,526,,261,265,657,657,,228,429,702,702,,551,151,897,897,,592,305,1018,1018,,440,578,914,914,,628,286,1054,1054,,574,480,751,751,,220,531,653,653,,211,442,807,807,,242,565,946,946,,278,668,9542,9542,,4626,4916
,7.1.1,New RTI/STI cases identified - Male,TOTAL,308,308,,123,185,446,446,,156,290,467,467,,141,326,385,385,,91,294,338,338,,80,258,509,509,,76,433,350,350,,103,247,284,284,,86,198,207,207,,113,94,277,277,,150,127,369,369,,177,192,131,131,,22,109,4071,4071,,1318,2753
,7.1.2,New RTI/STI cases identified - Female,TOTAL,455,455,,170,285,718,718,,189,529,802,802,,271,531,819,819,,290,529,764,764,,251,513,950,950,,255,695,516,516,,124,392,576,576,,290,286,439,439,,251,188,358,358,,189,169,462,462,,192,270,174,174,,29,145,7033,7033,,2501,4532
,7.2.1,RTI/STI for which treatment initiated - Male,TOTAL,307,307,,122,185,441,441,,154,287,464,464,,141,323,367,367,,91,276,357,357,,80,277,326,326,,71,255,227,227,,98,129,198,198,,86,112,212,212,,113,99,255,255,,150,105,276,276,,177,99,142,142,,20,122,3572,3572,,1303,2269
,7.2.2,RTI/STI for which treatment initiated -Female,TOTAL,412,412,,169,243,714,714,,187,527,802,802,,271,531,825,825,,288,537,774,774,,242,532,754,754,,230,524,312,312,,110,202,471,471,,290,181,460,460,,251,209,333,333,,189,144,340,340,,192,148,186,186,,27,159,6383,6383,,2446,3937
,8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,TOTAL,0,0,,0,0,0,0,,0,0,6,6,,0,6,4,4,,2,2,0,0,,0,0,0,0,,0,0,3,3,,0,3,1,1,,1,0,15,15,,0,15,12,12,,6,6,15,15,,0,15,5,5,,0,5,61,61,,9,52
,8.2.1,Number of Laparoscopic sterilizations (excluding post abortion) conducted,TOTAL,0,0,,0,0,0,0,,0,0,173,173,,110,63,405,405,,264,141,181,181,,56,125,98,98,,27,71,370,370,,96,274,278,278,,176,102,296,296,,111,185,395,395,,150,245,292,292,,190,102,373,373,,100,273,2861,2861,,1280,1581
,8.2.2,Number of Interval Mini-lap (other than post-partum and post abortion) sterilizations conducted,TOTAL,215,7,208,215,0,233,10,223,233,0,194,1,193,194,0,199,6,193,199,0,271,80,191,271,0,206,0,206,206,0,226,4,222,222,4,303,75,228,228,75,396,208,188,244,152,344,177,167,167,177,250,96,154,154,96,345,131,214,214,131,3182,795,2387,2547,635
,8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,TOTAL,208,0,208,208,0,223,0,223,223,0,193,0,193,193,0,193,0,193,193,0,204,13,191,204,0,216,10,206,216,0,299,77,222,299,0,229,1,228,229,0,202,14,188,194,8,205,38,167,181,24,172,18,154,155,17,233,19,214,214,19,2577,190,2387,2509,68
,8.2.4,Number of Post Abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,28,28,,0,28,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,28,28,,0,28
,8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),TOTAL,24,24,,0,24,38,38,,0,38,5,5,,0,5,19,19,,0,19,19,19,,0,19,20,20,,0,20,20,20,,0,20,15,15,,0,15,3,3,,0,3,31,31,,2,29,5,5,,0,5,23,23,,0,23,222,222,,2,220
,8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,TOTAL,2,2,,0,2,0,0,,0,0,9,9,,0,9,9,9,,6,3,3,3,,0,3,12,12,,0,12,0,0,,0,0,6,6,,6,0,0,0,,0,0,4,4,,0,4,1,1,,0,1,0,0,,0,0,46,46,,12,34
,8.5,Number of Post Abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,4,4,,4,0,4,4,,4,0
,8.6,Number of IUCD Removals,TOTAL,6,6,,0,6,12,12,,0,12,14,14,,0,14,15,15,,0,15,19,19,,0,19,9,9,,0,9,6,6,,0,6,9,9,,0,9,2,2,,0,2,6,6,,0,6,4,4,,0,4,6,6,,0,6,108,108,,0,108
,8.7,Number of complications following IUCD Insertion,TOTAL,6,6,,0,6,25,25,,0,25,11,11,,0,11,8,8,,0,8,12,12,,0,12,9,9,,0,9,0,0,,0,0,6,6,,0,6,1,1,,0,1,1,1,,0,1,0,0,,0,0,1,1,,0,1,80,80,,0,80
,8.8,Injectable Contraceptive-Antara Program- First Dose,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.9,Injectable Contraceptive-Antara Program- Second Dose,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.1,Injectable Contraceptive-Antara Program- Third Dose,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.11,Injectable Contraceptive-Antara Program- Fourth or more than fourth,TOTAL,0,0,,0,0,0,0,,0,0,22,22,,0,22,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,27,27,,27,0,0,0,,0,0,0,0,,0,0,49,49,,27,22
,8.12,Number of Combined Oral Pill cycles distributed,TOTAL,1590,1590,,186,1404,1885,1885,,160,1725,1380,1380,,127,1253,1116,1116,,131,985,1548,1548,,137,1411,1687,1687,,184,1503,1749,1749,,90,1659,2023,2023,,184,1839,1918,1918,,92,1826,2027,2027,,224,1803,1981,1981,,141,1840,2215,2215,,290,1925,21119,21119,,1946,19173
,8.13,Number of Condom pieces distributed,TOTAL,4126,4126,,312,3814,4809,4809,,258,4551,4982,4982,,207,4775,4124,4124,,198,3926,4229,4229,,184,4045,4989,4989,,234,4755,4905,4905,,156,4749,6295,6295,,277,6018,5874,5874,,375,5499,6113,6113,,723,5390,6005,6005,,156,5849,5687,5687,,408,5279,62138,62138,,3488,58650
,8.14,Number of Centchroman (weekly) pill strips distributed,TOTAL,32,32,,0,32,77,77,,0,77,143,143,,50,93,58,58,,0,58,11,11,,0,11,14,14,,0,14,20,20,,0,20,47,47,,0,47,5,5,,0,5,28,28,,4,24,6,6,,0,6,8,8,,0,8,449,449,,54,395
,8.15,Number of Emergency Contraceptive Pills (ECP) given,TOTAL,14,14,,0,14,30,30,,0,30,16,16,,0,16,10,10,,0,10,10,10,,0,10,1,1,,0,1,29,29,,0,29,55,55,,0,55,28,28,,0,28,31,31,,0,31,5,5,,0,5,10,10,,0,10,239,239,,0,239
,8.16,Number of Pregnancy Test Kits (PTK) used,TOTAL,895,895,,335,560,858,858,,244,614,788,788,,208,580,595,595,,193,402,691,691,,205,486,666,666,,167,499,1006,1006,,324,682,1147,1147,,364,783,844,844,,90,754,1112,1112,,84,1028,1071,1071,,261,810,1219,1219,,208,1011,10892,10892,,2683,8209
,8.17.1,Complications following male sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.2,Complications following female sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.3,Failures following male sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.4,Failures following female sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.5,Deaths following male sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,8.17.6,Deaths following female sterilization,TOTAL,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0
,9.1.1,Child immunisation - Vitamin K1 (Birth Dose),TOTAL,1188,374,814,1042,146,1236,283,953,1085,151,1194,286,908,1010,184,1273,348,925,1080,193,1538,607,931,1357,181,1531,537,994,1404,127,1745,632,1113,1697,48,1229,269,960,1163,66,1207,222,985,1114,93,1476,501,975,1307,169,1275,471,804,1132,143,1461,514,947,1284,177,16353,5044,11309,14675,1678
,9.1.2,Child immunisation - BCG,TOTAL,2254,1440,814,1598,656,3130,2177,953,1780,1350,2698,1790,908,1468,1230,2470,1545,925,1241,1229,2886,1955,931,1423,1463,2779,1785,994,1205,1574,3475,2362,1113,1850,1625,3198,2238,960,1391,1807,2706,1721,985,1180,1526,3293,2318,975,1469,1824,2641,1837,804,1302,1339,2859,1912,947,1315,1544,34389,23080,11309,17222,17167
,9.1.3,Child immunisation - DPT1,TOTAL,0,0,,0,0,0,0,,0,0,25,25,,0,25,24,24,,0,24,37,37,,0,37,30,30,,0,30,64,64,,0,64,1,1,,0,1,13,13,,0,13,6,6,,0,6,0,0,,0,0,2,2,,0,2,202,202,,0,202
,9.1.4,Child immunisation - DPT2,TOTAL,0,0,,0,0,0,0,,0,0,29,29,,0,29,23,23,,0,23,36,36,,0,36,32,32,,0,32,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,120,120,,0,120
,9.1.5,Child immunisation - DPT3,TOTAL,14,14,,0,14,0,0,,0,0,35,35,,0,35,24,24,,0,24,38,38,,0,38,42,42,,0,42,0,0,,0,0,16,16,,0,16,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,169,169,,0,169
